meeting_key,session_key,driver_number,i1_speed,i2_speed,st_speed,date_start,lap_duration,is_pit_out_lap,duration_sector_1,duration_sector_2,duration_sector_3,segments_sector_1,segments_sector_2,segments_sector_3,lap_number
1239,9550,4,296,225,288,2024-06-30T13:05:26.122000+00:00,70.528,False,17.583,31.63,21.315,"[2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",3
1239,9550,4,291,228,285,2024-06-30T13:06:36.367000+00:00,70.389,False,17.651,31.55,21.188,"[2049, 2048, 2048, 2049, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",4
1239,9550,4,295,229,287,2024-06-30T13:08:57.104000+00:00,70.329,False,17.725,31.383,21.221,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2049, 2048, 2049]","[2049, 2049, 2048, 2048, 2048, 2048, 2048]",6
1239,9550,4,300,228,292,2024-06-30T13:04:15.831000+00:00,69.813,False,17.484,31.318,21.011,"[2049, 2049, 2051, 2049, 2049, 2049]","[2048, 2049, 2048, 2049, 2048, 2049, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",2
1239,9550,4,296,230,290,2024-06-30T13:10:07.480000+00:00,70.539,False,17.72,31.624,21.195,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2049]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",7
1239,9550,4,297,230,290,2024-06-30T13:11:18.068000+00:00,70.512,False,17.696,31.522,21.294,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2049, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",8
1239,9550,4,,229,291,2024-06-30T13:13:38.948000+00:00,71.751,False,17.702,32.561,21.488,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",10
1239,9550,4,298,229,291,2024-06-30T13:12:28.465000+00:00,70.446,False,17.705,31.469,21.272,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2049, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",9
1239,9550,4,299,229,292,2024-06-30T13:14:50.671000+00:00,70.844,False,17.77,31.712,21.362,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",11
1239,9550,4,,229,291,2024-06-30T13:20:45.603000+00:00,71.333,False,17.839,31.83,21.664,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",16
1239,9550,4,298,229,292,2024-06-30T13:19:34.567000+00:00,71.004,False,17.766,31.726,21.512,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",15
1239,9550,4,294,228,294,2024-06-30T13:21:56.871000+00:00,71.149,False,17.829,31.707,21.613,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2049, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",17
1239,9550,4,299,227,291,2024-06-30T13:18:23.451000+00:00,71.103,False,17.754,31.885,21.464,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",14
1239,9550,4,296,226,294,2024-06-30T13:25:31.061000+00:00,71.288,False,17.795,31.902,21.591,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",20
1239,9550,4,293,228,287,2024-06-30T13:07:46.707000+00:00,70.424,False,17.683,31.491,21.25,"[2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",5
1239,9550,4,,230,291,2024-06-30T13:16:01.542000+00:00,70.885,False,17.753,31.76,21.372,"[None, 2048, 2048, 2048, 2048, 2049]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",12
1239,9550,4,297,228,292,2024-06-30T13:17:12.385000+00:00,71.064,False,17.811,31.813,21.44,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2049, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",13
1239,9550,4,266,231,304,2024-06-30T13:30:19.955000+00:00,88.259,True,35.225,31.897,21.137,"[2064, 2064, 2064, 2048, 2048, 2048]","[2048, 2048, 2049, 2049, 2048, 2048, 2048]","[2048, 2051, 2048, 2048, 2048, 2048, 2049]",24
1239,9550,4,297,233,290,2024-06-30T13:34:07.197000+00:00,69.68,False,17.512,31.199,20.969,"[None, 2048, 2049, 2049, 2049, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",27
1239,9550,4,296,234,292,2024-06-30T13:31:48.246000+00:00,69.434,False,17.497,30.931,21.006,"[2048, 2048, 2049, 2049, 2048, 2048]","[2048, 2051, 2049, 2048, 2049, 2049, 2049]","[2048, 2051, 2048, 2048, 2048, 2048, 0]",25
1239,9550,4,,226,295,2024-06-30T13:29:04.939000+00:00,75.037,False,17.795,31.937,25.305,"[2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2049, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2049]",23
1239,9550,4,297,231,292,2024-06-30T13:36:26.714000+00:00,69.604,False,17.557,31.144,20.903,"[None, 2048, 2048, 2048, 2049, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",29
1239,9550,4,297,228,293,2024-06-30T13:24:19.429000+00:00,71.658,False,17.808,32.155,21.695,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",19
