session_key,meeting_key,driver_number,date,position
9541,1239,10,2024-06-29T14:10:43.415000+00:00,12
9541,1239,10,2024-06-29T14:11:03.841000+00:00,13
9541,1239,10,2024-06-29T14:16:36.498000+00:00,6
9541,1239,10,2024-06-29T14:16:48.905000+00:00,7
9541,1239,10,2024-06-29T14:16:54.678000+00:00,8
9541,1239,10,2024-06-29T14:17:07.492000+00:00,9
9541,1239,10,2024-06-29T14:17:15.018000+00:00,10
9541,1239,10,2024-06-29T14:17:25.324000+00:00,11
9541,1239,10,2024-06-29T14:17:36.198000+00:00,12
9541,1239,10,2024-06-29T14:17:51.084000+00:00,13
9541,1239,10,2024-06-29T14:25:15.530000+00:00,2
9541,1239,10,2024-06-29T14:25:19.671000+00:00,3
9541,1239,10,2024-06-29T14:25:28.136000+00:00,4
9541,1239,10,2024-06-29T14:26:46.376000+00:00,2
9541,1239,10,2024-06-29T14:26:56.103000+00:00,3
9541,1239,10,2024-06-29T14:27:06.871000+00:00,4
9541,1239,10,2024-06-29T14:27:52.024000+00:00,2
9541,1239,10,2024-06-29T14:28:12.366000+00:00,3
9541,1239,10,2024-06-29T14:31:05.124000+00:00,4
9541,1239,10,2024-06-29T14:31:15.740000+00:00,5
9541,1239,10,2024-06-29T14:31:27.015000+00:00,6
9541,1239,10,2024-06-29T14:31:35.266000+00:00,7
9541,1239,10,2024-06-29T14:31:43.556000+00:00,8
9541,1239,10,2024-06-29T14:31:53.651000+00:00,9
9541,1239,10,2024-06-29T14:32:02.522000+00:00,10
9541,1239,10,2024-06-29T14:32:14.630000+00:00,11
9541,1239,10,2024-06-29T14:32:24.114000+00:00,12
9541,1239,10,2024-06-29T14:32:30.112000+00:00,13
9541,1239,10,2024-06-29T14:33:53.893000+00:00,10
9541,1239,10,2024-06-29T14:34:03.743000+00:00,11
9541,1239,10,2024-06-29T14:39:29.502000+00:00,12
9541,1239,10,2024-06-29T14:40:00.576000+00:00,13
9541,1239,10,2024-06-29T14:40:29.090000+00:00,12
9541,1239,10,2024-06-29T14:41:14.140000+00:00,13
9550,1239,10,2024-06-30T12:07:38.634000+00:00,13
9550,1239,10,2024-06-30T13:04:21.513000+00:00,11
9550,1239,10,2024-06-30T13:15:04.310000+00:00,10
9550,1239,10,2024-06-30T13:16:16.149000+00:00,9
9550,1239,10,2024-06-30T13:25:53.544000+00:00,8
9550,1239,10,2024-06-30T13:28:25.605000+00:00,9
9550,1239,10,2024-06-30T13:28:27.106000+00:00,10
9550,1239,10,2024-06-30T13:28:28.171000+00:00,11
9550,1239,10,2024-06-30T13:28:30.891000+00:00,12
9550,1239,10,2024-06-30T13:28:31.957000+00:00,13
9550,1239,10,2024-06-30T13:33:21.261000+00:00,13
9550,1239,10,2024-06-30T13:45:18.650000+00:00,12
9550,1239,10,2024-06-30T13:47:41.988000+00:00,11
9550,1239,10,2024-06-30T13:50:05.030000+00:00,10
9550,1239,10,2024-06-30T13:51:16.923000+00:00,8
9550,1239,10,2024-06-30T13:53:41.530000+00:00,9
9550,1239,10,2024-06-30T13:53:44.198000+00:00,10
9550,1239,10,2024-06-30T13:55:01.656000+00:00,11
9550,1239,10,2024-06-30T13:55:01.935000+00:00,12
9550,1239,10,2024-06-30T13:55:02.757000+00:00,13
9550,1239,10,2024-06-30T13:56:20.995000+00:00,13
9550,1239,10,2024-06-30T13:57:30.424000+00:00,12
9550,1239,10,2024-06-30T14:03:22.643000+00:00,11
9550,1239,10,2024-06-30T14:21:20.867000+00:00,10
9540,1239,10,2024-06-28T10:16:53.192000+00:00,5
9540,1239,10,2024-06-28T10:30:10.898000+00:00,6
9540,1239,10,2024-06-28T10:30:14.371000+00:00,7
9540,1239,10,2024-06-28T10:30:19.231000+00:00,8
9540,1239,10,2024-06-28T10:30:24.840000+00:00,9
9540,1239,10,2024-06-28T10:30:28.472000+00:00,10
9540,1239,10,2024-06-28T10:30:31.938000+00:00,11
9540,1239,10,2024-06-28T10:30:39.159000+00:00,12
9540,1239,10,2024-06-28T10:30:58.005000+00:00,13
9540,1239,10,2024-06-28T10:31:10.096000+00:00,11
9540,1239,10,2024-06-28T10:33:42.906000+00:00,5
9540,1239,10,2024-06-28T10:34:06.528000+00:00,6
9540,1239,10,2024-06-28T10:35:52.770000+00:00,7
9540,1239,10,2024-06-28T10:35:58.061000+00:00,8
9540,1239,10,2024-06-28T10:36:25.569000+00:00,9
9540,1239,10,2024-06-28T10:36:38.606000+00:00,4
9540,1239,10,2024-06-28T10:37:02.929000+00:00,5
9540,1239,10,2024-06-28T10:37:07.095000+00:00,6
9540,1239,10,2024-06-28T10:38:12.739000+00:00,7
9540,1239,10,2024-06-28T10:39:50.433000+00:00,8
9540,1239,10,2024-06-28T10:40:14.742000+00:00,9
9540,1239,10,2024-06-28T10:41:17.540000+00:00,8
9540,1239,10,2024-06-28T10:41:51.708000+00:00,9
9540,1239,10,2024-06-28T10:48:54.390000+00:00,10
9540,1239,10,2024-06-28T10:48:59.766000+00:00,11
9540,1239,10,2024-06-28T10:49:10.527000+00:00,12
9540,1239,10,2024-06-28T11:20:46.070000+00:00,13
9540,1239,10,2024-06-28T11:20:49.610000+00:00,14
9540,1239,10,2024-06-28T11:25:32.785000+00:00,9
9540,1239,10,2024-06-28T11:25:48.819000+00:00,10
9540,1239,10,2024-06-28T11:26:45.219000+00:00,11
9545,1239,10,2024-06-28T14:19:26.696000+00:00,11
9545,1239,10,2024-06-28T14:33:02.019000+00:00,12
9545,1239,10,2024-06-28T14:33:10.132000+00:00,13
9545,1239,10,2024-06-28T14:33:12.992000+00:00,14
9545,1239,10,2024-06-28T14:34:12.200000+00:00,7
9545,1239,10,2024-06-28T14:34:16.892000+00:00,8
9545,1239,10,2024-06-28T14:34:26.614000+00:00,9
9545,1239,10,2024-06-28T14:34:47.953000+00:00,10
9545,1239,10,2024-06-28T14:34:48.697000+00:00,11
9545,1239,10,2024-06-28T14:34:57.624000+00:00,12
9545,1239,10,2024-06-28T14:35:10.416000+00:00,13
9545,1239,10,2024-06-28T14:35:23.906000+00:00,14
9545,1239,10,2024-06-28T14:36:01.188000+00:00,9
9545,1239,10,2024-06-28T14:36:05.359000+00:00,10
9545,1239,10,2024-06-28T14:36:13.604000+00:00,11
9545,1239,10,2024-06-28T14:36:17.181000+00:00,12
9545,1239,10,2024-06-28T14:36:20.546000+00:00,13
9545,1239,10,2024-06-28T14:36:30.259000+00:00,14
9545,1239,10,2024-06-28T14:36:37.646000+00:00,13
9545,1239,10,2024-06-28T14:36:43.420000+00:00,14
9545,1239,10,2024-06-28T14:37:07.958000+00:00,9
9545,1239,10,2024-06-28T14:37:19.866000+00:00,10
9545,1239,10,2024-06-28T14:37:26.282000+00:00,11
9545,1239,10,2024-06-28T14:37:41.117000+00:00,12
9545,1239,10,2024-06-28T14:38:07.961000+00:00,13
9545,1239,10,2024-06-28T14:38:24.772000+00:00,14
9545,1239,10,2024-06-28T14:42:51.704000+00:00,11
9545,1239,10,2024-06-28T14:50:10.620000+00:00,12
9545,1239,10,2024-06-28T14:55:23.128000+00:00,13
9545,1239,10,2024-06-28T14:55:38.120000+00:00,11
9545,1239,10,2024-06-28T14:56:07.235000+00:00,12
9545,1239,10,2024-06-28T14:56:58.195000+00:00,13
9545,1239,10,2024-06-28T14:57:13.176000+00:00,11
9545,1239,10,2024-06-28T14:57:39.767000+00:00,12
9545,1239,10,2024-06-28T14:58:04.209000+00:00,13
9545,1239,10,2024-06-28T14:58:19.007000+00:00,10
9545,1239,10,2024-06-28T15:12:34.095000+00:00,9
9545,1239,10,2024-06-28T15:12:47.761000+00:00,10
9545,1239,10,2024-06-28T15:13:57.883000+00:00,9
9545,1239,10,2024-06-28T15:14:01.792000+00:00,10
9545,1239,10,2024-06-28T15:15:04.411000+00:00,9
9549,1239,10,2024-06-29T09:17:44.192000+00:00,9
9549,1239,10,2024-06-29T10:06:26.703000+00:00,10
9549,1239,10,2024-06-29T10:06:27.083000+00:00,11
9549,1239,10,2024-06-29T10:07:22.178000+00:00,12
9541,1239,10,2024-06-29T13:46:51.100000+00:00,11
9541,1239,10,2024-06-29T14:00:11.962000+00:00,12
9541,1239,10,2024-06-29T14:00:21.698000+00:00,2
9541,1239,10,2024-06-29T14:00:26.007000+00:00,3
9541,1239,10,2024-06-29T14:00:34.379000+00:00,4
9541,1239,10,2024-06-29T14:00:37.573000+00:00,5
9541,1239,10,2024-06-29T14:00:46.789000+00:00,6
9541,1239,10,2024-06-29T14:01:03.787000+00:00,7
9541,1239,10,2024-06-29T14:01:18.909000+00:00,8
9541,1239,10,2024-06-29T14:01:27.744000+00:00,9
9541,1239,10,2024-06-29T14:01:38.799000+00:00,10
9541,1239,10,2024-06-29T14:01:51.166000+00:00,2
9541,1239,10,2024-06-29T14:01:58.185000+00:00,3
9541,1239,10,2024-06-29T14:02:05.333000+00:00,4
9541,1239,10,2024-06-29T14:02:19.160000+00:00,5
9541,1239,10,2024-06-29T14:02:29.846000+00:00,6
9541,1239,10,2024-06-29T14:02:40.934000+00:00,7
9541,1239,10,2024-06-29T14:02:44.915000+00:00,8
9541,1239,10,2024-06-29T14:02:58.008000+00:00,3
9541,1239,10,2024-06-29T14:03:12.200000+00:00,4
9541,1239,10,2024-06-29T14:03:25.605000+00:00,5
9541,1239,10,2024-06-29T14:03:30.598000+00:00,6
9541,1239,10,2024-06-29T14:03:36.064000+00:00,7
9541,1239,10,2024-06-29T14:03:46.872000+00:00,8
9541,1239,10,2024-06-29T14:03:55.308000+00:00,9
9541,1239,10,2024-06-29T14:04:05.733000+00:00,10
9541,1239,10,2024-06-29T14:04:21.696000+00:00,11
9541,1239,10,2024-06-29T14:04:27.771000+00:00,12
9541,1239,10,2024-06-29T14:04:35.246000+00:00,13
9541,1239,10,2024-06-29T14:04:46.243000+00:00,14
9541,1239,10,2024-06-29T14:09:35.210000+00:00,8
9541,1239,10,2024-06-29T14:09:54.930000+00:00,9
9541,1239,10,2024-06-29T14:10:05.242000+00:00,10
9541,1239,10,2024-06-29T14:10:26.081000+00:00,11
9541,1239,10,2024-06-29T14:10:43.415000+00:00,12
9541,1239,10,2024-06-29T14:11:03.841000+00:00,13
9541,1239,10,2024-06-29T14:11:09.666000+00:00,14
9541,1239,10,2024-06-29T14:11:35.783000+00:00,14
9541,1239,10,2024-06-29T14:16:36.498000+00:00,6
9541,1239,10,2024-06-29T14:16:48.905000+00:00,7
9541,1239,10,2024-06-29T14:16:54.678000+00:00,8
9541,1239,10,2024-06-29T14:17:07.492000+00:00,9
9541,1239,10,2024-06-29T14:17:15.018000+00:00,10
9541,1239,10,2024-06-29T14:17:25.324000+00:00,11
9541,1239,10,2024-06-29T14:17:36.198000+00:00,12
9541,1239,10,2024-06-29T14:17:51.084000+00:00,13
9541,1239,10,2024-06-29T14:18:53.715000+00:00,14
9541,1239,10,2024-06-29T14:25:15.530000+00:00,2
9541,1239,10,2024-06-29T14:25:19.671000+00:00,3
9541,1239,10,2024-06-29T14:25:28.136000+00:00,4
9541,1239,10,2024-06-29T14:26:46.376000+00:00,2
9541,1239,10,2024-06-29T14:26:56.103000+00:00,3
9541,1239,10,2024-06-29T14:27:06.871000+00:00,4
9541,1239,10,2024-06-29T14:27:52.024000+00:00,2
9541,1239,10,2024-06-29T14:28:12.366000+00:00,3
9541,1239,10,2024-06-29T14:31:05.124000+00:00,4
9541,1239,10,2024-06-29T14:31:15.740000+00:00,5
9541,1239,10,2024-06-29T14:31:27.015000+00:00,6
9541,1239,10,2024-06-29T14:31:35.266000+00:00,7
9541,1239,10,2024-06-29T14:31:43.556000+00:00,8
9541,1239,10,2024-06-29T14:31:53.651000+00:00,9
9541,1239,10,2024-06-29T14:32:02.522000+00:00,10
9541,1239,10,2024-06-29T14:32:14.630000+00:00,11
9541,1239,10,2024-06-29T14:32:24.114000+00:00,12
9541,1239,10,2024-06-29T14:32:30.112000+00:00,13
9541,1239,10,2024-06-29T14:32:54.360000+00:00,14
9541,1239,10,2024-06-29T14:33:53.893000+00:00,10
9541,1239,10,2024-06-29T14:34:03.743000+00:00,11
9541,1239,10,2024-06-29T14:39:29.502000+00:00,12
9541,1239,10,2024-06-29T14:40:00.576000+00:00,13
9541,1239,10,2024-06-29T14:40:29.090000+00:00,12
9541,1239,10,2024-06-29T14:41:14.140000+00:00,13
9550,1239,10,2024-06-30T12:07:38.634000+00:00,13
9550,1239,10,2024-06-30T13:03:25.866000+00:00,14
9550,1239,10,2024-06-30T13:04:21.513000+00:00,11
9550,1239,10,2024-06-30T13:15:04.310000+00:00,10
9550,1239,10,2024-06-30T13:16:16.149000+00:00,9
9550,1239,10,2024-06-30T13:25:53.544000+00:00,8
9550,1239,10,2024-06-30T13:28:25.605000+00:00,9
9550,1239,10,2024-06-30T13:28:27.106000+00:00,10
9550,1239,10,2024-06-30T13:28:28.171000+00:00,11
9550,1239,10,2024-06-30T13:28:30.891000+00:00,12
9550,1239,10,2024-06-30T13:28:31.957000+00:00,13
9550,1239,10,2024-06-30T13:28:35.042000+00:00,14
9550,1239,10,2024-06-30T13:29:48.526000+00:00,14
9550,1239,10,2024-06-30T13:33:21.261000+00:00,13
9550,1239,10,2024-06-30T13:45:18.650000+00:00,12
9550,1239,10,2024-06-30T13:47:41.988000+00:00,11
9550,1239,10,2024-06-30T13:50:05.030000+00:00,10
9550,1239,10,2024-06-30T13:51:16.923000+00:00,8
9550,1239,10,2024-06-30T13:53:41.530000+00:00,9
9550,1239,10,2024-06-30T13:53:44.198000+00:00,10
9550,1239,10,2024-06-30T13:55:01.656000+00:00,11
9550,1239,10,2024-06-30T13:55:01.935000+00:00,12
9550,1239,10,2024-06-30T13:55:02.757000+00:00,13
9550,1239,10,2024-06-30T13:55:04.106000+00:00,14
9550,1239,10,2024-06-30T13:56:20.995000+00:00,13
9550,1239,10,2024-06-30T13:57:30.424000+00:00,12
9550,1239,10,2024-06-30T14:03:22.643000+00:00,11
9550,1239,10,2024-06-30T14:21:20.867000+00:00,10
9540,1239,10,2024-06-28T10:16:53.192000+00:00,5
9540,1239,10,2024-06-28T10:30:10.898000+00:00,6
9540,1239,10,2024-06-28T10:30:14.371000+00:00,7
9540,1239,10,2024-06-28T10:30:19.231000+00:00,8
9540,1239,10,2024-06-28T10:30:24.840000+00:00,9
9540,1239,10,2024-06-28T10:30:28.472000+00:00,10
9540,1239,10,2024-06-28T10:30:31.938000+00:00,11
9540,1239,10,2024-06-28T10:30:39.159000+00:00,12
9540,1239,10,2024-06-28T10:30:58.005000+00:00,13
9540,1239,10,2024-06-28T10:31:10.096000+00:00,11
9540,1239,10,2024-06-28T10:33:42.906000+00:00,5
9540,1239,10,2024-06-28T10:34:06.528000+00:00,6
9540,1239,10,2024-06-28T10:35:52.770000+00:00,7
9540,1239,10,2024-06-28T10:35:58.061000+00:00,8
9540,1239,10,2024-06-28T10:36:25.569000+00:00,9
9540,1239,10,2024-06-28T10:36:38.606000+00:00,4
9540,1239,10,2024-06-28T10:37:02.929000+00:00,5
9540,1239,10,2024-06-28T10:37:07.095000+00:00,6
9540,1239,10,2024-06-28T10:38:12.739000+00:00,7
9540,1239,10,2024-06-28T10:39:50.433000+00:00,8
9540,1239,10,2024-06-28T10:40:14.742000+00:00,9
9540,1239,10,2024-06-28T10:41:17.540000+00:00,8
9540,1239,10,2024-06-28T10:41:51.708000+00:00,9
9540,1239,10,2024-06-28T10:48:54.390000+00:00,10
9540,1239,10,2024-06-28T10:48:59.766000+00:00,11
9540,1239,10,2024-06-28T10:49:10.527000+00:00,12
9540,1239,10,2024-06-28T11:20:46.070000+00:00,13
9540,1239,10,2024-06-28T11:20:49.610000+00:00,14
9540,1239,10,2024-06-28T11:21:35.317000+00:00,15
9540,1239,10,2024-06-28T11:25:32.785000+00:00,9
9540,1239,10,2024-06-28T11:25:48.819000+00:00,10
9540,1239,10,2024-06-28T11:26:45.219000+00:00,11
9545,1239,10,2024-06-28T14:19:26.696000+00:00,11
9545,1239,10,2024-06-28T14:33:02.019000+00:00,12
9545,1239,10,2024-06-28T14:33:10.132000+00:00,13
9545,1239,10,2024-06-28T14:33:12.992000+00:00,14
9545,1239,10,2024-06-28T14:33:34.526000+00:00,15
9545,1239,10,2024-06-28T14:34:12.200000+00:00,7
9545,1239,10,2024-06-28T14:34:16.892000+00:00,8
9545,1239,10,2024-06-28T14:34:26.614000+00:00,9
9545,1239,10,2024-06-28T14:34:47.953000+00:00,10
9545,1239,10,2024-06-28T14:34:48.697000+00:00,11
9545,1239,10,2024-06-28T14:34:57.624000+00:00,12
9545,1239,10,2024-06-28T14:35:10.416000+00:00,13
9545,1239,10,2024-06-28T14:35:23.906000+00:00,14
9545,1239,10,2024-06-28T14:35:24.267000+00:00,15
9545,1239,10,2024-06-28T14:36:01.188000+00:00,9
9545,1239,10,2024-06-28T14:36:05.359000+00:00,10
9545,1239,10,2024-06-28T14:36:13.604000+00:00,11
9545,1239,10,2024-06-28T14:36:17.181000+00:00,12
9545,1239,10,2024-06-28T14:36:20.546000+00:00,13
9545,1239,10,2024-06-28T14:36:30.259000+00:00,14
9545,1239,10,2024-06-28T14:36:37.646000+00:00,13
9545,1239,10,2024-06-28T14:36:43.420000+00:00,14
9545,1239,10,2024-06-28T14:36:51.394000+00:00,15
9545,1239,10,2024-06-28T14:37:07.958000+00:00,9
9545,1239,10,2024-06-28T14:37:19.866000+00:00,10
9545,1239,10,2024-06-28T14:37:26.282000+00:00,11
9545,1239,10,2024-06-28T14:37:41.117000+00:00,12
9545,1239,10,2024-06-28T14:38:07.961000+00:00,13
9545,1239,10,2024-06-28T14:38:24.772000+00:00,14
9545,1239,10,2024-06-28T14:41:41.811000+00:00,15
9545,1239,10,2024-06-28T14:42:51.704000+00:00,11
9545,1239,10,2024-06-28T14:50:10.620000+00:00,12
9545,1239,10,2024-06-28T14:55:23.128000+00:00,13
9545,1239,10,2024-06-28T14:55:38.120000+00:00,11
9545,1239,10,2024-06-28T14:56:07.235000+00:00,12
9545,1239,10,2024-06-28T14:56:58.195000+00:00,13
9545,1239,10,2024-06-28T14:57:13.176000+00:00,11
9545,1239,10,2024-06-28T14:57:39.767000+00:00,12
9545,1239,10,2024-06-28T14:58:04.209000+00:00,13
9545,1239,10,2024-06-28T14:58:19.007000+00:00,10
9545,1239,10,2024-06-28T15:12:34.095000+00:00,9
9545,1239,10,2024-06-28T15:12:47.761000+00:00,10
9545,1239,10,2024-06-28T15:13:57.883000+00:00,9
9545,1239,10,2024-06-28T15:14:01.792000+00:00,10
9545,1239,10,2024-06-28T15:15:04.411000+00:00,9
9549,1239,10,2024-06-29T09:17:44.192000+00:00,9
9549,1239,10,2024-06-29T10:06:26.703000+00:00,10
9549,1239,10,2024-06-29T10:06:27.083000+00:00,11
9549,1239,10,2024-06-29T10:07:22.178000+00:00,12
9541,1239,10,2024-06-29T13:46:51.100000+00:00,11
9541,1239,10,2024-06-29T14:00:11.962000+00:00,12
9541,1239,10,2024-06-29T14:00:21.698000+00:00,2
9541,1239,10,2024-06-29T14:00:26.007000+00:00,3
9541,1239,10,2024-06-29T14:00:34.379000+00:00,4
9541,1239,10,2024-06-29T14:00:37.573000+00:00,5
9541,1239,10,2024-06-29T14:00:46.789000+00:00,6
9541,1239,10,2024-06-29T14:01:03.787000+00:00,7
9541,1239,10,2024-06-29T14:01:18.909000+00:00,8
9541,1239,10,2024-06-29T14:01:27.744000+00:00,9
9541,1239,10,2024-06-29T14:01:38.799000+00:00,10
9541,1239,10,2024-06-29T14:01:51.166000+00:00,2
9541,1239,10,2024-06-29T14:01:58.185000+00:00,3
9541,1239,10,2024-06-29T14:02:05.333000+00:00,4
9541,1239,10,2024-06-29T14:02:19.160000+00:00,5
9541,1239,10,2024-06-29T14:02:29.846000+00:00,6
9541,1239,10,2024-06-29T14:02:40.934000+00:00,7
9541,1239,10,2024-06-29T14:02:44.915000+00:00,8
9541,1239,10,2024-06-29T14:02:58.008000+00:00,3
9541,1239,10,2024-06-29T14:03:12.200000+00:00,4
9541,1239,10,2024-06-29T14:03:25.605000+00:00,5
9541,1239,10,2024-06-29T14:03:30.598000+00:00,6
9541,1239,10,2024-06-29T14:03:36.064000+00:00,7
9541,1239,10,2024-06-29T14:03:46.872000+00:00,8
9541,1239,10,2024-06-29T14:03:55.308000+00:00,9
9541,1239,10,2024-06-29T14:04:05.733000+00:00,10
9541,1239,10,2024-06-29T14:04:21.696000+00:00,11
9541,1239,10,2024-06-29T14:04:27.771000+00:00,12
9541,1239,10,2024-06-29T14:04:35.246000+00:00,13
9541,1239,10,2024-06-29T14:04:46.243000+00:00,14
9541,1239,10,2024-06-29T14:04:56.734000+00:00,15
9541,1239,10,2024-06-29T14:09:35.210000+00:00,8
9541,1239,10,2024-06-29T14:09:54.930000+00:00,9
9541,1239,10,2024-06-29T14:10:05.242000+00:00,10
9541,1239,10,2024-06-29T14:10:26.081000+00:00,11
9541,1239,10,2024-06-29T14:10:43.415000+00:00,12
9541,1239,10,2024-06-29T14:11:03.841000+00:00,13
9541,1239,10,2024-06-29T14:11:09.666000+00:00,14
9541,1239,10,2024-06-29T14:11:23.425000+00:00,15
9541,1239,10,2024-06-29T14:11:35.783000+00:00,14
9541,1239,10,2024-06-29T14:16:36.498000+00:00,6
9541,1239,10,2024-06-29T14:16:48.905000+00:00,7
9541,1239,10,2024-06-29T14:16:54.678000+00:00,8
9541,1239,10,2024-06-29T14:17:07.492000+00:00,9
9541,1239,10,2024-06-29T14:17:15.018000+00:00,10
9541,1239,10,2024-06-29T14:17:25.324000+00:00,11
9541,1239,10,2024-06-29T14:17:36.198000+00:00,12
9541,1239,10,2024-06-29T14:17:51.084000+00:00,13
9541,1239,10,2024-06-29T14:18:53.715000+00:00,14
9541,1239,10,2024-06-29T14:25:15.530000+00:00,2
9541,1239,10,2024-06-29T14:25:19.671000+00:00,3
9541,1239,10,2024-06-29T14:25:28.136000+00:00,4
9541,1239,10,2024-06-29T14:26:46.376000+00:00,2
9541,1239,10,2024-06-29T14:26:56.103000+00:00,3
9541,1239,10,2024-06-29T14:27:06.871000+00:00,4
9541,1239,10,2024-06-29T14:27:52.024000+00:00,2
9541,1239,10,2024-06-29T14:28:12.366000+00:00,3
9541,1239,10,2024-06-29T14:31:05.124000+00:00,4
9541,1239,10,2024-06-29T14:31:15.740000+00:00,5
9541,1239,10,2024-06-29T14:31:27.015000+00:00,6
9541,1239,10,2024-06-29T14:31:35.266000+00:00,7
9541,1239,10,2024-06-29T14:31:43.556000+00:00,8
9541,1239,10,2024-06-29T14:31:53.651000+00:00,9
9541,1239,10,2024-06-29T14:32:02.522000+00:00,10
9541,1239,10,2024-06-29T14:32:14.630000+00:00,11
9541,1239,10,2024-06-29T14:32:24.114000+00:00,12
9541,1239,10,2024-06-29T14:32:30.112000+00:00,13
9541,1239,10,2024-06-29T14:32:54.360000+00:00,14
9541,1239,10,2024-06-29T14:33:42.259000+00:00,15
9541,1239,10,2024-06-29T14:33:53.893000+00:00,10
9541,1239,10,2024-06-29T14:34:03.743000+00:00,11
9541,1239,10,2024-06-29T14:39:29.502000+00:00,12
9541,1239,10,2024-06-29T14:40:00.576000+00:00,13
9541,1239,10,2024-06-29T14:40:29.090000+00:00,12
9541,1239,10,2024-06-29T14:41:14.140000+00:00,13
9550,1239,10,2024-06-30T12:07:38.634000+00:00,13
9550,1239,10,2024-06-30T13:03:25.866000+00:00,14
9550,1239,10,2024-06-30T13:03:26.089000+00:00,15
9550,1239,10,2024-06-30T13:04:21.513000+00:00,11
9550,1239,10,2024-06-30T13:15:04.310000+00:00,10
9550,1239,10,2024-06-30T13:16:16.149000+00:00,9
9550,1239,10,2024-06-30T13:25:53.544000+00:00,8
9550,1239,10,2024-06-30T13:28:25.605000+00:00,9
9550,1239,10,2024-06-30T13:28:27.106000+00:00,10
9550,1239,10,2024-06-30T13:28:28.171000+00:00,11
9550,1239,10,2024-06-30T13:28:30.891000+00:00,12
9550,1239,10,2024-06-30T13:28:31.957000+00:00,13
9550,1239,10,2024-06-30T13:28:35.042000+00:00,14
9550,1239,10,2024-06-30T13:28:35.566000+00:00,15
9550,1239,10,2024-06-30T13:29:48.526000+00:00,14
9550,1239,10,2024-06-30T13:33:21.261000+00:00,13
9550,1239,10,2024-06-30T13:45:18.650000+00:00,12
9550,1239,10,2024-06-30T13:47:41.988000+00:00,11
9550,1239,10,2024-06-30T13:50:05.030000+00:00,10
9550,1239,10,2024-06-30T13:51:16.923000+00:00,8
9550,1239,10,2024-06-30T13:53:41.530000+00:00,9
9550,1239,10,2024-06-30T13:53:44.198000+00:00,10
9550,1239,10,2024-06-30T13:55:01.656000+00:00,11
9550,1239,10,2024-06-30T13:55:01.935000+00:00,12
9550,1239,10,2024-06-30T13:55:02.757000+00:00,13
9550,1239,10,2024-06-30T13:55:04.106000+00:00,14
9550,1239,10,2024-06-30T13:55:08.416000+00:00,15
9550,1239,10,2024-06-30T13:56:20.995000+00:00,13
9550,1239,10,2024-06-30T13:57:30.424000+00:00,12
9550,1239,10,2024-06-30T14:03:22.643000+00:00,11
9550,1239,10,2024-06-30T14:21:20.867000+00:00,10
9540,1239,10,2024-06-28T10:16:53.192000+00:00,5
9540,1239,10,2024-06-28T10:30:10.898000+00:00,6
9540,1239,10,2024-06-28T10:30:14.371000+00:00,7
9540,1239,10,2024-06-28T10:30:19.231000+00:00,8
9540,1239,10,2024-06-28T10:30:24.840000+00:00,9
9540,1239,10,2024-06-28T10:30:28.472000+00:00,10
9540,1239,10,2024-06-28T10:30:31.938000+00:00,11
9540,1239,10,2024-06-28T10:30:39.159000+00:00,12
9540,1239,10,2024-06-28T10:30:58.005000+00:00,13
9540,1239,10,2024-06-28T10:31:10.096000+00:00,11
9540,1239,10,2024-06-28T10:33:42.906000+00:00,5
9540,1239,10,2024-06-28T10:34:06.528000+00:00,6
9540,1239,10,2024-06-28T10:35:52.770000+00:00,7
9540,1239,10,2024-06-28T10:35:58.061000+00:00,8
9540,1239,10,2024-06-28T10:36:25.569000+00:00,9
9540,1239,10,2024-06-28T10:36:38.606000+00:00,4
9540,1239,10,2024-06-28T10:37:02.929000+00:00,5
9540,1239,10,2024-06-28T10:37:07.095000+00:00,6
9540,1239,10,2024-06-28T10:38:12.739000+00:00,7
9540,1239,10,2024-06-28T10:39:50.433000+00:00,8
9540,1239,10,2024-06-28T10:40:14.742000+00:00,9
9540,1239,10,2024-06-28T10:41:17.540000+00:00,8
9540,1239,10,2024-06-28T10:41:51.708000+00:00,9
9540,1239,10,2024-06-28T10:48:54.390000+00:00,10
9540,1239,10,2024-06-28T10:48:59.766000+00:00,11
9540,1239,10,2024-06-28T10:49:10.527000+00:00,12
9540,1239,10,2024-06-28T11:20:46.070000+00:00,13
9540,1239,10,2024-06-28T11:20:49.610000+00:00,14
9540,1239,10,2024-06-28T11:21:35.317000+00:00,15
9540,1239,10,2024-06-28T11:22:18.286000+00:00,16
9540,1239,10,2024-06-28T11:25:32.785000+00:00,9
9540,1239,10,2024-06-28T11:25:48.819000+00:00,10
9540,1239,10,2024-06-28T11:26:45.219000+00:00,11
9545,1239,10,2024-06-28T14:19:26.696000+00:00,11
9545,1239,10,2024-06-28T14:33:02.019000+00:00,12
9545,1239,10,2024-06-28T14:33:10.132000+00:00,13
9545,1239,10,2024-06-28T14:33:12.992000+00:00,14
9545,1239,10,2024-06-28T14:33:34.526000+00:00,15
9545,1239,10,2024-06-28T14:33:38.767000+00:00,16
9545,1239,10,2024-06-28T14:34:12.200000+00:00,7
9545,1239,10,2024-06-28T14:34:16.892000+00:00,8
9545,1239,10,2024-06-28T14:34:26.614000+00:00,9
9545,1239,10,2024-06-28T14:34:47.953000+00:00,10
9545,1239,10,2024-06-28T14:34:48.697000+00:00,11
9545,1239,10,2024-06-28T14:34:57.624000+00:00,12
