meeting_key,session_key,driver_number,i1_speed,i2_speed,st_speed,date_start,lap_duration,is_pit_out_lap,duration_sector_1,duration_sector_2,duration_sector_3,segments_sector_1,segments_sector_2,segments_sector_3,lap_number
1239,9550,31,,224,307,2024-06-30T13:04:20.291000+00:00,71.478,False,17.703,31.963,21.812,"[2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2051, 2049]","[2049, 2048, 2048, 2049, 2048, 2048, 2048]",2
1239,9550,31,304,224,300,2024-06-30T13:06:42.831000+00:00,70.919,False,17.497,31.781,21.641,"[2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2049, 2048, 2049]","[2048, 2048, 2048, 2049, 2048, 2048, 2048]",4
1239,9550,31,306,223,299,2024-06-30T13:05:31.725000+00:00,71.036,False,17.42,31.987,21.629,"[None, 2049, 2049, 2049, 2049, 2048]","[2048, 2048, 2048, 2048, 2049, 2048, 2049]","[2048, 2048, 2049, 2048, 2048, 2048, 2048]",3
1239,9550,31,305,221,299,2024-06-30T13:07:53.700000+00:00,71.044,False,17.506,31.96,21.578,"[None, 2049, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",5
1239,9550,31,303,221,300,2024-06-30T13:10:16.067000+00:00,71.587,False,17.581,32.205,21.801,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",7
1239,9550,31,306,225,301,2024-06-30T13:09:04.837000+00:00,71.182,False,17.575,31.924,21.683,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2049, 2048, 2048, 2048, 2048]",6
1239,9550,31,304,220,298,2024-06-30T13:11:27.541000+00:00,71.63,False,17.665,32.157,21.808,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2049, 2048, 2048, 2048, 2048]",8
1239,9550,31,304,221,298,2024-06-30T13:15:02.585000+00:00,71.935,False,17.694,32.299,21.942,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2049, 2048, 2048, 2048, 2048, 2048, 2048]",11
1239,9550,31,,223,299,2024-06-30T13:12:39.218000+00:00,71.589,False,17.64,32.201,21.748,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",9
1239,9550,31,303,219,300,2024-06-30T13:13:50.705000+00:00,71.884,False,17.676,32.29,21.918,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 0]",10
1239,9550,31,290,224,282,2024-06-30T13:16:14.474000+00:00,71.807,False,17.814,32.29,21.703,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",12
1239,9550,31,286,222,283,2024-06-30T13:17:26.457000+00:00,72.137,False,18.019,32.324,21.794,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",13
1239,9550,31,286,219,280,2024-06-30T13:21:02.662000+00:00,72.263,False,18.087,32.347,21.829,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",16
1239,9550,31,289,222,282,2024-06-30T13:18:38.611000+00:00,72.017,False,17.987,32.238,21.792,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2049, 2049, 2048, 2048]",14
1239,9550,31,288,221,282,2024-06-30T13:19:50.507000+00:00,72.178,False,18.081,32.434,21.663,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",15
1239,9550,31,,222,282,2024-06-30T13:24:39.473000+00:00,76.146,False,18.102,32.461,25.583,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2049, 2049, 2048, 2048, 2048, 2048, 2048]",19
1239,9550,31,284,220,283,2024-06-30T13:23:27.404000+00:00,72.182,False,18.046,32.298,21.838,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2064, 2064, 2064]",18
