meeting_key,session_key,driver_number,i1_speed,i2_speed,st_speed,date_start,lap_duration,is_pit_out_lap,duration_sector_1,duration_sector_2,duration_sector_3,segments_sector_1,segments_sector_2,segments_sector_3,lap_number
1239,9550,3,321,223,312,2024-06-30T13:05:33.726000+00:00,71.361,False,17.352,32.007,22.002,"[2049, 2049, 2049, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2049, 2049, 2049]","[2048, 2048, 2048, 2049, 2049, 2048, 2048]",3
1239,9550,3,328,223,320,2024-06-30T13:04:21.992000+00:00,71.645,False,17.51,32.099,22.036,"[2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2051, 2049, 2049, 2049, 2049]","[2049, 2048, 2048, 2048, 2048, 2049, 2049]",2
1239,9550,3,298,224,293,2024-06-30T13:30:54.618000+00:00,71.467,False,17.739,31.994,21.734,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",24
1239,9550,3,315,224,294,2024-06-30T13:26:08.211000+00:00,71.375,False,17.589,32.016,21.77,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",20
1239,9550,3,299,221,298,2024-06-30T13:23:44.539000+00:00,71.658,False,17.803,31.918,21.937,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2049, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2049]",18
1239,9550,3,301,222,311,2024-06-30T13:24:56.160000+00:00,72.066,False,17.743,32.17,22.153,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2049, 0]",19
1239,9550,3,307,222,295,2024-06-30T13:32:06.125000+00:00,71.621,False,17.781,32.042,21.798,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",25
1239,9550,3,301,223,309,2024-06-30T13:28:30.891000+00:00,72.24,False,17.742,32.581,21.917,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2049, 2048, 2048]",22
1239,9550,3,297,224,295,2024-06-30T13:29:43.165000+00:00,71.394,False,17.692,31.95,21.752,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2049, 2048]",23
1239,9550,3,296,222,293,2024-06-30T13:27:19.462000+00:00,71.37,False,17.797,31.842,21.731,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",21
